remark;"CSV-Import-Export"
remark;"Date = Fri Jul 29 11:57:42 2022"
remark;"Version = RSLogix 5000 v31.02"
remark;"Owner = enviro"
remark;"Company = "
0.3
TYPE;SCOPE;NAME;DESCRIPTION;DATATYPE;SPECIFIER;ATTRIBUTES
TAG;;JCP_FIT_01_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_01_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_01_DiarioOldTotal;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_02;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_02_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_02_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_02_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_101D;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_101D_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_101D_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_101D_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_101E;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_101E_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_101E_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_101E_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_10B18;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_10B18_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_10B18_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_10B18_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_50110;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_50110_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_50110_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_50110_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5015;"";"AnalogInput";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5015_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5015_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5015_Diario;"";"TOTALIZER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5016;"";"AnalogInput";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5016_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5016_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5016_Diario;"";"TOTALIZER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5017;"";"AnalogInput";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5017_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5017_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5017_Diario;"";"TOTALIZER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5018;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5018_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5018_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5018_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5019;"";"AnalogInput";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5019_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5019_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5019_Diario;"";"TOTALIZER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5020;"";"AnalogInput";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5020_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5020_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5020_Diario;"";"TOTALIZER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5021;"";"AnalogInput";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5021_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5021_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5021_Diario;"";"TOTALIZER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5115;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5115_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5115_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_5115_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_6001;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_6001_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_6001_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_6001_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_950;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_950_Acumulado;"";"UDT_Caudales_Diarios[100]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_950_Acumulado_Index;"";"UDT_Caudales_Diarios";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_950_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_950_Diario1;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_AGUA_DULCE;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_AGUA_DULCE_Diario_01;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_FB103_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FIT_PIL_NAT_Diario_01;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FI_P_16;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FI_P_16_Diario;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_0200;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_0200_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_0201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_0201_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_0300;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_0300A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_0300A_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_1210;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_1210_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_1310;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_1410;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_1410_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_1510;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_1510_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_310A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_310A_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_310B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_FSL_310B_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_003;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_101;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_1201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_1201A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_1210;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_1301;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_1301A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_1401;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_1401A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_1501;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_2001;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_203;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_2101;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_3001;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_301;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_302;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_5001;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_5002;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_HS_501B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LC_501B;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIC_053;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIC_056;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIC_10B14;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIC_5015;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIC_5114;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_053;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_053G;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_056;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_100;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_10A14;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_10B14;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_3C;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_50;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_5014;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_5014_Alm_PVLAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_5015;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_5015_Alm_PVLAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_50_Alm_PVHAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_50_Alm_PVHHAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_51B14;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_51B14_Alm_PVLLAlArm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_5214;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LIT_6014;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LLH_001;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LLH_002;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LLH_003;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LLH_004;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSHH_5113;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSHH_5113_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSHH_51B13;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSHH_51B13_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSHi_501B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_0013;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_0013_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_0513;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_0513_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_053A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_053A_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_053B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_053B_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_053C;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_053D;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_053D_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_053E;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_053F;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_100D;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_100D_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_101;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_10A13;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_10A13_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_10B13;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_10B13_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_1420;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_1420_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_1430;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_1430_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_5013;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_5013_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_501A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_501A_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_501D;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_5213;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_5213_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_6013;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_6013_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_8201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSH_8210_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSLi_501B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_053E;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_101;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_10A13;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_10A13_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_10B13;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_10B13_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_10B15;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_10B15_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_200;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_200_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_5015;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_5016;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_5017;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_501A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_5213;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_5213_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_6013;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LSL_6013_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LT_051A;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LT_051B;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LT_501;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_LT_501B;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIC_014;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_001;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_002;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_003;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0101A;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0101A_Alm_PVHHAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0101B;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0101B_Alm_PVHHAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0101C;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0101C_Alm_PVHHAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0101C_Suc;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0101C_SucAlm_PVLLAlArm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0200;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_0200_Alm_PVHHAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_070A;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_070A_Alm_PVHHAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_100A;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_100A_Alm_PVLLAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_100B;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_100B_Alm_PVLLAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_100C;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_100C_Alm_PVLLAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_100D;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_100D_Alm_PVLLAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_101D;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_101D_Alm_PVHHAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_101E;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_101E_Alm_PVHHAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_310;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_311;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_400;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_400A;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_400A_Alm_PVLLAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_636;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_636_Alm_PVLLAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_637;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_637_Alm_PVLLAlarm_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PIT_951;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_001;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_001_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_002;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_002_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
