remark;"CSV-Import-Export"
remark;"Date = Fri Jul 29 11:57:42 2022"
remark;"Version = RSLogix 5000 v31.02"
remark;"Owner = enviro"
remark;"Company = "
0.3
TYPE;SCOPE;NAME;DESCRIPTION;DATATYPE;SPECIFIER;ATTRIBUTES
TAG;;ONS_Reset_P0101B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P0101C;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P0201;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P0300A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P0300B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P_12;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P_13;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P_14;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P_15;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_SDV_1201;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_TK003;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_TK_50;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_TK_500;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_TK_501;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Silenciar;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena;"";"INT[5]";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_1;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_10;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_100;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_101;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_102;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_103;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_104;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_105;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_106;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_107;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_108;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_109;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_11;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_110;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_111;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_112;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_113;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_114;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_115;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_116;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_117;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_118;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_119;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_12;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_120;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_121;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_122;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_123;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_124;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_125;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_126;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_127;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_128;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_13;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_14;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_15;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_16;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_17;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_18;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_19;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_2;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_20;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_21;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_22;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_23;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_25;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_26;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_27;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_28;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_29;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_3;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_30;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_31;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_32;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_33;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_34;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_35;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_36;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_37;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_38;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_39;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_4;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_40;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_42;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_43;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_44;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_45;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_46;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_47;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_48;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_49;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_5;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_50;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_51;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_52;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_53;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_54;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_SIrena_55;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_56;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_57;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_58;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_59;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_6;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_60;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_61;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_62;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_63;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_64;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_65;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_66;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_67;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_68;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_69;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_7;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_70;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_71;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_72;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_73;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_74;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_75;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_8;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_81;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_82;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_85;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_86;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_87;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_88;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_89;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_9;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_90;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_91;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_92;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_94;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_95;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_96;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_97;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_98;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Sirena_99;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100A_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100A_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100A_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100A_Sin_Inyeccion;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100B_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100B_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100B_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100B_Sin_Inyeccion;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100C_Sin_Inyeccion;"";"FBD_TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100C_Sin_Inyeccion1;"";"FBD_TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100C_Sin_Inyeccion_DN;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100D_Sin_Inyeccion;"";"FBD_TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0100D_Sin_Inyeccion_DN;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101A_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101A_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101A_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101B_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101B_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101B_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101C_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101C_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101C_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101D_Sin_Inyeccion_DN;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0101E_Sin_Inyeccion_DN;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0201_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0201_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0201_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0300A_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0300A_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0300A_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0300B_Latch_Marcha;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0300B_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0300B_ONS_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310AB_Nivel;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310AB_Primaria;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310AB_PrimariaRun;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310AB_Primaria_SetLAH;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310AB_Primaria_SetLAL;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310AB_SecundariaRun;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310AB_Secundaria_SetLAH;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310AB_Secundaria_SetLAL;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310AB_TK3C3A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310A_TRun;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;P0310B_TRun;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_FIT_011;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_FIT_011_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_FIT_011_Retorno;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LC_501B;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LC_501B_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIC_0101;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIC_0101_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_051A;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_051A_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_051A_Retorno;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_051B;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_051B_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_051B_Retorno;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_053;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_053G;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_053_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_056;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_056_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_10B14;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_10B14_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_3C_3A;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_3C_3A_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_5014;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_5014_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_5015;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_5015_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_51B14;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_LIT_51B14_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_P13;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_P13_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_PIT_014;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_PIT_014_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_PIT_310;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_PIT_310_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_TIT_5020;"";"F_PID";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PID_TIT_5020_AT;"";"PIDE_AUTOTUNE";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_100A;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_100A_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_100B;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_100B_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_100C;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_100C_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_100D;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_100D_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_101D;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_101D_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_101E;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_101E_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_310;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_310_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_311;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_311_FAULT;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_400;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_400A;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_400A_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_400_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_636;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;PIT_636_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
